gameid,blue_league,blue_year,blue_split,blue_playoffs,blue_teamname,blue_side,blue_result,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_league,red_year,red_split,red_playoffs,red_teamname,red_side,red_result,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
12608-12608_game_1,LPL,2025,Split 3,0,Ultra Prime,Blue,0,Annie,Varus,Senna,Kai'Sa,Rakan,Taliyah,Xin Zhao,Gwen,Lucian,Braum,LPL,2025,Split 3,0,Ninjas in Pyjamas,Red,1,Yunara,Pantheon,Xayah,Alistar,Nautilus,Vi,Orianna,Aurora,Rell,Corki,0
12608-12608_game_2,LPL,2025,Split 3,0,Ultra Prime,Blue,0,Annie,Yunara,Senna,Kai'Sa,Alistar,Ryze,Wukong,Aatrox,Aphelios,Nautilus,LPL,2025,Split 3,0,Ninjas in Pyjamas,Red,1,Pantheon,Varus,Sion,Rakan,Xayah,Ambessa,Galio,Viego,Sivir,Leona,0
12609-12609_game_1,LPL,2025,Split 3,0,JD Gaming,Blue,1,Gwen,Vi,Yunara,Yone,Wukong,Varus,Xin Zhao,Taliyah,Rakan,Sion,LPL,2025,Split 3,0,FunPlus Phoenix,Red,0,Pantheon,Poppy,Trundle,Nautilus,Ornn,Rumble,Jhin,Rell,Jarvan IV,Akali,1
12609-12609_game_2,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Poppy,Vi,Trundle,Skarner,Wukong,Pantheon,Corki,Nautilus,K'Sante,Ahri,LPL,2025,Split 3,0,JD Gaming,Red,1,Yone,Yunara,Gwen,Sylas,Aurora,Azir,Kai'Sa,Neeko,Renekton,Sejuani,0
12610-12610_game_1,LPL,2025,Split 3,0,Ninjas in Pyjamas,Blue,1,Yone,Azir,Yunara,Xayah,Sivir,Gwen,Vi,Galio,Corki,Neeko,LPL,2025,Split 3,0,LGD Gaming,Red,0,Pantheon,Taliyah,Varus,Senna,Rakan,Wukong,Jax,Ryze,Lucian,Rell,1
12610-12610_game_2,LPL,2025,Split 3,0,LGD Gaming,Blue,0,Annie,Senna,Sivir,Nautilus,Kai'Sa,Azir,Udyr,Xin Zhao,Jhin,Rakan,LPL,2025,Split 3,0,Ninjas in Pyjamas,Red,1,Yunara,Yone,Varus,Lulu,Xayah,Ambessa,Pantheon,Taliyah,Alistar,Zeri,0
12611-12611_game_1,LPL,2025,Split 3,0,Weibo Gaming,Blue,0,Sion,Azir,Renekton,Poppy,Nautilus,Varus,Orianna,Ambessa,Rakan,Wukong,LPL,2025,Split 3,0,Team WE,Red,1,Gwen,Yunara,Trundle,Nocturne,Xin Zhao,Taliyah,Pantheon,Yorick,Corki,Alistar,0
12611-12611_game_2,LPL,2025,Split 3,0,Weibo Gaming,Blue,1,Sion,Kai'Sa,Akali,Jarvan IV,Rell,Trundle,Viktor,K'Sante,Jhin,Bard,LPL,2025,Split 3,0,Team WE,Red,0,Yunara,Gwen,Azir,Sivir,Lucian,Rumble,Aurora,Ezreal,Skarner,Karma,1
12611-12611_game_3,LPL,2025,Split 3,0,Team WE,Blue,0,Gwen,Kalista,Neeko,Lucian,Poppy,Kai'Sa,Rell,Renekton,Galio,Vi,LPL,2025,Split 3,0,Weibo Gaming,Red,1,Yunara,Sion,Azir,Olaf,Viego,Xin Zhao,Annie,Jayce,Braum,Xayah,0
LOLTMNT02_301617,LCK,2025,Rounds 3-5,0,T1,Blue,1,Taliyah,Trundle,Wukong,Rakan,Rumble,Varus,Jarvan IV,Orianna,Ambessa,Bard,LCK,2025,Rounds 3-5,0,KT Rolster,Red,0,Pantheon,Azir,Yunara,Gwen,Aurora,Ryze,Xin Zhao,Sivir,Sion,Neeko,1
LOLTMNT02_301624,LCK,2025,Rounds 3-5,0,KT Rolster,Blue,0,Aurora,Poppy,Vi,Lucian,Rakan,Taliyah,Rumble,Trundle,Corki,Rell,LCK,2025,Rounds 3-5,0,T1,Red,1,Pantheon,Yunara,Azir,Xayah,Alistar,Wukong,Annie,Gwen,Jhin,Blitzcrank,0
12612-12612_game_1,LPL,2025,Split 3,0,JD Gaming,Blue,0,Sion,Trundle,Taliyah,Annie,Viktor,Varus,Pantheon,Aurora,Rakan,Ornn,LPL,2025,Split 3,0,Top Esports,Red,1,Yunara,Gwen,Azir,Sylas,Nautilus,Rumble,Jhin,Alistar,Jarvan IV,Orianna,0
12612-12612_game_2,LPL,2025,Split 3,0,JD Gaming,Blue,1,Vi,Trundle,Kai'Sa,Nautilus,Neeko,Azir,Xin Zhao,K'Sante,Lucian,Braum,LPL,2025,Split 3,0,Top Esports,Red,0,Yunara,Gwen,Poppy,Ezreal,Aphelios,Taliyah,Sion,Skarner,Sivir,Rell,1
LOLTMNT02_301649,LCK,2025,Rounds 3-5,0,BNK FEARX,Blue,1,Taliyah,Varus,Orianna,Alistar,Neeko,Wukong,Gwen,Annie,Zeri,Lulu,LCK,2025,Rounds 3-5,0,DN SOOPers,Red,0,Pantheon,Azir,Yunara,Poppy,Rakan,Galio,Xin Zhao,Ambessa,Lucian,Nami,1
12612-12612_game_3,LPL,2025,Split 3,0,Top Esports,Blue,1,Jax,Kai'Sa,Poppy,Karma,Neeko,Annie,Kalista,Renata Glasc,Naafiri,Gnar,LPL,2025,Split 3,0,JD Gaming,Red,0,Yunara,Gwen,Trundle,Viego,Vi,Renekton,Wukong,Viktor,Corki,Bard,1
LOLTMNT02_301669,LCK,2025,Rounds 3-5,0,DN SOOPers,Blue,1,Taliyah,Varus,Trundle,Neeko,Alistar,Pantheon,Rumble,Aurora,Sivir,Rell,LCK,2025,Rounds 3-5,0,BNK FEARX,Red,0,Azir,Yunara,Orianna,Poppy,Bard,Ryze,Nocturne,Aatrox,Rakan,Kai'Sa,1
LOLTMNT02_301689,LCK,2025,Rounds 3-5,0,BNK FEARX,Blue,1,Varus,Vi,Jarvan IV,Corki,Cho'Gath,Azir,Sion,Alistar,Jhin,Lee Sin,LCK,2025,Rounds 3-5,0,DN SOOPers,Red,0,Yunara,Poppy,Neeko,Zed,Ezreal,Taliyah,Trundle,Nautilus,K'Sante,Aphelios,1
12613-12613_game_1,LPL,2025,Split 3,0,Bilibili Gaming,Blue,1,Pantheon,Orianna,Azir,Wukong,Vi,Trundle,Rumble,Aurora,Ezreal,Karma,LPL,2025,Split 3,0,Anyone's Legend,Red,0,Varus,Gwen,Yunara,Rell,Rakan,Taliyah,Kai'Sa,Neeko,Ambessa,Zed,1
12613-12613_game_2,LPL,2025,Split 3,0,Anyone's Legend,Blue,1,Gwen,Rakan,Annie,Galio,Sylas,Pantheon,Sion,Orianna,Sivir,Alistar,LPL,2025,Split 3,0,Bilibili Gaming,Red,0,Yunara,Varus,Azir,Corki,Renata Glasc,Lucian,Braum,Yorick,Viktor,Xin Zhao,1
12613-12613_game_3,LPL,2025,Split 3,0,Bilibili Gaming,Blue,0,Rakan,Wukong,Corki,Rell,Renata Glasc,Yunara,Ornn,Nautilus,Annie,Nocturne,LPL,2025,Split 3,0,Anyone's Legend,Red,1,Varus,Gwen,Jayce,Yone,Ziggs,Renekton,Azir,Poppy,Miss Fortune,Leona,0
LOLTMNT02_301984,LCK,2025,Rounds 3-5,0,Gen.G,Blue,1,Trundle,Taliyah,Pantheon,Nautilus,Aurora,Wukong,Neeko,Annie,Gwen,Corki,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Red,0,Yunara,Azir,Varus,Sivir,Ezreal,Xin Zhao,Orianna,Jhin,Alistar,Ambessa,1
LOLTMNT02_301999,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Blue,0,Trundle,Varus,Yunara,Rell,Lucian,Azir,Skarner,Sivir,Rumble,Nautilus,LCK,2025,Rounds 3-5,0,Gen.G,Red,1,Maokai,Taliyah,Poppy,Renekton,Sion,Pantheon,Aurora,Yorick,Rakan,Kai'Sa,0
12614-12614_game_1,LPL,2025,Split 3,0,Ninjas in Pyjamas,Blue,0,Trundle,Aurora,Varus,Rell,Alistar,Gwen,Wukong,Annie,Nautilus,Sivir,LPL,2025,Split 3,0,EDward Gaming,Red,1,Vi,Pantheon,Yunara,Kai'Sa,Rakan,Taliyah,Xin Zhao,Ambessa,Senna,Braum,0
LOLTMNT02_300855,LCK,2025,Rounds 3-5,0,Dplus Kia,Blue,1,Varus,Taliyah,Wukong,Bard,Annie,Orianna,Trundle,Aurora,Neeko,Corki,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Red,0,Yunara,Azir,Pantheon,Alistar,Lucian,Gwen,Xin Zhao,Sivir,Ryze,Karma,1
12614-12614_game_2,LPL,2025,Split 3,0,Ninjas in Pyjamas,Blue,1,Rumble,Jarvan IV,Varus,Kai'Sa,Aatrox,Ryze,Alistar,Viego,Tristana,K'Sante,LPL,2025,Split 3,0,EDward Gaming,Red,0,Pantheon,Trundle,Yunara,Sion,Yorick,Orianna,Rell,Nocturne,Corki,Gnar,1
12614-12614_game_3,LPL,2025,Split 3,0,EDward Gaming,Blue,0,Galio,Rumble,Aurora,Kai'Sa,Ezreal,Pantheon,Viktor,Renekton,Draven,Renata Glasc,LPL,2025,Split 3,0,Ninjas in Pyjamas,Red,1,Trundle,Varus,Yunara,Rakan,Lucian,Skarner,Aatrox,Akali,Jhin,Neeko,0
LOLTMNT02_300868,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Blue,0,Ambessa,Vi,Varus,Alistar,Rakan,Pantheon,Rumble,Viktor,Miss Fortune,Nautilus,LCK,2025,Rounds 3-5,0,Dplus Kia,Red,1,Azir,Yunara,Taliyah,Kai'Sa,Braum,Annie,Wukong,Ornn,Jhin,Rell,0
12615-12615_game_1,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Azir,Sion,Varus,Poppy,Ezreal,Rumble,Yone,Sejuani,Zeri,Rell,LPL,2025,Split 3,0,Team WE,Red,1,Yunara,Gwen,Wukong,Kai'Sa,Lucian,Ornn,Trundle,Aurora,Corki,Alistar,0
12615-12615_game_2,LPL,2025,Split 3,0,FunPlus Phoenix,Blue,0,Azir,Sion,Varus,Ezreal,Braum,Taliyah,Skarner,Nautilus,Ambessa,Jhin,LPL,2025,Split 3,0,Team WE,Red,1,Yunara,Gwen,Wukong,Renekton,Jax,Pantheon,Yorick,Annie,Kai'Sa,Neeko,0
LOLTMNT02_302238,LCK,2025,Rounds 3-5,0,HANJIN BRION,Blue,1,Neeko,Orianna,Vi,Rumble,Alistar,Yunara,Maokai,Yone,Nautilus,Renekton,LCK,2025,Rounds 3-5,0,DN SOOPers,Red,0,Pantheon,Wukong,Poppy,Gwen,Ambessa,Varus,Azir,Trundle,Rell,Sion,1
LOLTMNT02_302252,LCK,2025,Rounds 3-5,0,DN SOOPers,Blue,1,Poppy,Xin Zhao,Taliyah,Sivir,Kai'Sa,Wukong,Rumble,Annie,Lucian,Braum,LCK,2025,Rounds 3-5,0,HANJIN BRION,Red,0,Pantheon,Orianna,Ambessa,Neeko,Rakan,Vi,Aurora,Alistar,Corki,Gwen,1
12616-12616_game_1,LPL,2025,Split 3,0,Anyone's Legend,Blue,1,Aurora,Trundle,Kai'Sa,Senna,Xayah,Pantheon,Rumble,Azir,Sivir,Alistar,LPL,2025,Split 3,0,Invictus Gaming,Red,0,Yunara,Varus,Orianna,Poppy,Lucian,Taliyah,Gwen,Skarner,Rell,Jhin,1
LOLTMNT02_302264,LCK,2025,Rounds 3-5,0,HANJIN BRION,Blue,0,Orianna,Xin Zhao,Poppy,Nocturne,Jax,Ambessa,Karma,Jhin,Viktor,Skarner,LCK,2025,Rounds 3-5,0,DN SOOPers,Red,1,Pantheon,Taliyah,Jarvan IV,Cassiopeia,Galio,Neeko,Kai'Sa,Ryze,K'Sante,Hecarim,0
12616-12616_game_2,LPL,2025,Split 3,0,Invictus Gaming,Blue,0,Kai'Sa,Aurora,Rakan,Orianna,Viktor,Annie,Ambessa,Vi,Ezreal,Neeko,LPL,2025,Split 3,0,Anyone's Legend,Red,1,Varus,Yunara,Trundle,Braum,Nautilus,Sion,Corki,Poppy,Galio,Bard,0
LOLTMNT02_303069,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Blue,0,Neeko,Aurora,Gwen,Jhin,Yunara,Varus,Xin Zhao,Galio,Jax,Rell,LCK,2025,Rounds 3-5,0,T1,Red,1,Pantheon,Azir,Yone,Poppy,Renekton,Orianna,Wukong,Ambessa,Bard,Sivir,0
12617-12617_game_1,LPL,2025,Split 3,0,Bilibili Gaming,Blue,0,Pantheon,Orianna,Azir,Nautilus,Poppy,Yunara,Wukong,Aurora,Gwen,Rell,LPL,2025,Split 3,0,Weibo Gaming,Red,1,Varus,Rumble,Neeko,Rakan,Braum,Taliyah,Trundle,Kai'Sa,Alistar,Ambessa,0
LOLTMNT02_302301,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Blue,0,Neeko,Aurora,Pantheon,Alistar,Jhin,Rumble,Yone,Maokai,Corki,Blitzcrank,LCK,2025,Rounds 3-5,0,T1,Red,1,Azir,Yunara,Gwen,Rakan,Ezreal,Yorick,Trundle,Annie,Lucian,Braum,0
12617-12617_game_2,LPL,2025,Split 3,0,Bilibili Gaming,Blue,1,Poppy,Orianna,Xin Zhao,Vi,Viktor,Pantheon,Neeko,Yorick,Annie,Zeri,LPL,2025,Split 3,0,Weibo Gaming,Red,0,Varus,Rumble,Azir,Sivir,Ezreal,Sion,Rakan,Xayah,Skarner,Sylas,1
12617-12617_game_3,LPL,2025,Split 3,0,Weibo Gaming,Blue,0,Rumble,Lucian,Kalista,Nautilus,Sivir,Xin Zhao,Jayce,Ryze,Bard,Miss Fortune,LPL,2025,Split 3,0,Bilibili Gaming,Red,1,Azir,Varus,Orianna,Ezreal,Corki,Renekton,Viktor,Sejuani,Jhin,Blitzcrank,0
LOLTMNT02_303137,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Blue,0,Trundle,Taliyah,Varus,Braum,Neeko,Wukong,Orianna,Nautilus,Aphelios,Rumble,LCK,2025,Rounds 3-5,0,KT Rolster,Red,1,Pantheon,Azir,Yunara,Kai'Sa,Senna,Ryze,Xin Zhao,Sivir,Alistar,Ornn,0
LOLTMNT02_303138,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Blue,1,Trundle,Yorick,Taliyah,Jarvan IV,Neeko,Varus,Galio,Ambessa,Elise,Viego,LCK,2025,Rounds 3-5,0,KT Rolster,Red,0,Pantheon,Yunara,Azir,Nocturne,Vi,Jhin,Annie,Renekton,Skarner,Poppy,1
12618-12618_game_1,LPL,2025,Split 3,0,Team WE,Blue,1,Gwen,Taliyah,Trundle,Ambessa,Rakan,Yunara,Skarner,Neeko,Rumble,Orianna,LPL,2025,Split 3,0,JD Gaming,Red,0,Varus,Sion,Azir,Annie,Viktor,Kai'Sa,Pantheon,Aurora,Nautilus,Ornn,1
LOLTMNT02_303139,LCK,2025,Rounds 3-5,0,KT Rolster,Blue,1,Nocturne,Gwen,Yone,Aatrox,Jayce,Azir,Jarvan IV,Neeko,Ezreal,Sion,LCK,2025,Rounds 3-5,0,Nongshim RedForce,Red,0,Yunara,Pantheon,Yorick,Kai'Sa,Caitlyn,Taliyah,Trundle,Bard,Corki,Camille,1
12618-12618_game_2,LPL,2025,Split 3,0,JD Gaming,Blue,1,Sion,Trundle,Annie,Sivir,Corki,Varus,Vi,Ahri,Braum,Aatrox,LPL,2025,Split 3,0,Team WE,Red,0,Gwen,Azir,Renekton,Renata Glasc,Ambessa,Taliyah,Xin Zhao,Alistar,K'Sante,Ezreal,1
12618-12618_game_3,LPL,2025,Split 3,0,Team WE,Blue,0,Gwen,Wukong,Rakan,Sivir,Jhin,Yorick,Annie,Corki,Leona,Nocturne,LPL,2025,Split 3,0,JD Gaming,Red,1,Sion,Azir,Trundle,Poppy,Viego,Renekton,Ryze,Rell,Lucian,Kindred,0
LOLTMNT02_303157,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Blue,1,Varus,Taliyah,Neeko,Alistar,Bard,Wukong,Annie,Aurora,Xayah,Rakan,LCK,2025,Rounds 3-5,0,BNK FEARX,Red,0,Pantheon,Azir,Yunara,Poppy,Nautilus,Gwen,Xin Zhao,Galio,Lucian,Braum,1
LOLTMNT02_303158,LCK,2025,Rounds 3-5,0,BNK FEARX,Blue,1,Varus,Vi,Orianna,Ambessa,Ornn,Taliyah,Jarvan IV,Rumble,Jhin,Rell,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Red,0,Yunara,Pantheon,Azir,Alistar,Karma,Neeko,Trundle,Ahri,Corki,Aatrox,1
12619-12619_game_1,LPL,2025,Split 3,0,ThunderTalk Gaming,Blue,0,Gwen,Galio,Xin Zhao,Lucian,Nautilus,Pantheon,Orianna,Rumble,Rell,Kai'Sa,LPL,2025,Split 3,0,Ultra Prime,Red,1,Yunara,Varus,Vi,Smolder,Rakan,Trundle,Taliyah,Sion,Alistar,Sivir,0
LOLTMNT02_302398,LCK,2025,Rounds 3-5,0,Kiwoom DRX,Blue,1,Varus,Alistar,Orianna,Kai'Sa,Lulu,Sivir,Ambessa,Ryze,Sejuani,Bard,LCK,2025,Rounds 3-5,0,BNK FEARX,Red,0,Yunara,Azir,Pantheon,Nocturne,Nautilus,Vi,Sion,Cassiopeia,Karma,Zeri,1
12619-12619_game_2,LPL,2025,Split 3,0,ThunderTalk Gaming,Blue,1,Gwen,Galio,Varus,Smolder,Corki,Aurora,Nautilus,Senna,Wukong,Aatrox,LPL,2025,Split 3,0,Ultra Prime,Red,0,Yunara,Vi,Annie,Renekton,Poppy,Ryze,Xin Zhao,Ambessa,Lucian,Braum,1
12619-12619_game_3,LPL,2025,Split 3,0,Ultra Prime,Blue,1,Poppy,Xayah,Varus,Corki,Ezreal,Vi,Akali,Rakan,K'Sante,Miss Fortune,LPL,2025,Split 3,0,ThunderTalk Gaming,Red,0,Gwen,Yunara,Galio,Jax,Jhin,Annie,Leona,Lee Sin,Ornn,Smolder,1
12620-12620_game_1,LPL,2025,Split 3,0,Invictus Gaming,Blue,0,Azir,Rumble,Trundle,Kai'Sa,Senna,Pantheon,Aurora,Yorick,Lucian,Braum,LPL,2025,Split 3,0,Top Esports,Red,1,Gwen,Yunara,Varus,Xayah,Corki,Sion,Taliyah,Xin Zhao,Alistar,Sivir,0
12620-12620_game_2,LPL,2025,Split 3,0,Invictus Gaming,Blue,1,Rumble,Trundle,Jarvan IV,Neeko,Kai'Sa,Annie,Gwen,Poppy,Rell,Corki,LPL,2025,Split 3,0,Top Esports,Red,0,Varus,Yunara,Azir,Rakan,Kalista,Orianna,Wukong,Jayce,Jhin,Nautilus,1
12620-12620_game_3,LPL,2025,Split 3,0,Top Esports,Blue,0,Vi,Kai'Sa,Yunara,Sylas,Nocturne,Rumble,Xayah,Neeko,Skarner,Viktor,LPL,2025,Split 3,0,Invictus Gaming,Red,1,Azir,Trundle,Varus,Yone,Ahri,Ornn,Rakan,Ezreal,Jarvan IV,Galio,0
LOLTMNT06_133372,LEC,2025,Summer,0,Movistar KOI,Blue,1,Nautilus,Taliyah,Aurora,Alistar,Rell,Azir,Trundle,Ambessa,Kai'Sa,Rakan,LEC,2025,Summer,0,Natus Vincere,Red,0,Varus,Gwen,Yone,Neeko,Braum,Sion,Jinx,Zyra,Akali,Leona,1
LOLTMNT06_133374,LEC,2025,Summer,0,Natus Vincere,Blue,0,Varus,Gwen,Yone,Aphelios,Ezreal,Jayce,Wukong,Ryze,Xayah,Alistar,LEC,2025,Summer,0,Movistar KOI,Red,1,Yunara,Nautilus,Aurora,Sivir,Lucian,Taliyah,Pantheon,Rumble,Corki,Neeko,0
LOLTMNT03_280786,LTA S,2025,Split 3,0,Vivo Keyd Stars,Blue,1,Xin Zhao,Varus,Azir,Neeko,Alistar,Yunara,Pantheon,Annie,Sion,Rell,LTA S,2025,Split 3,0,FURIA,Red,0,Gwen,Trundle,Wukong,Galio,Ornn,Corki,Taliyah,Skarner,Rumble,Rakan,1
LOLTMNT03_281799,LTA S,2025,Split 3,0,FURIA,Blue,0,Varus,Trundle,Ziggs,Miss Fortune,Leona,Aurora,Nautilus,Senna,Jax,Jarvan IV,LTA S,2025,Split 3,0,Vivo Keyd Stars,Red,1,Wukong,Gwen,Xin Zhao,Renekton,Alistar,Azir,Sejuani,Ambessa,Sivir,Neeko,0
LOLTMNT06_132374,LEC,2025,Summer,0,Team Heretics,Blue,0,Gwen,Maokai,Trundle,Ambessa,Rumble,Varus,K'Sante,Nautilus,Corki,Brand,LEC,2025,Summer,0,SK Gaming,Red,1,Yunara,Azir,Sion,Alistar,Wukong,Orianna,Nocturne,Sivir,Aurora,Rell,0
LOLTMNT03_280803,LTA S,2025,Split 3,0,FURIA,Blue,0,Varus,Trundle,Orianna,Kai'Sa,Miss Fortune,Ryze,Viego,K'Sante,Aphelios,Tahm Kench,LTA S,2025,Split 3,0,Vivo Keyd Stars,Red,1,Wukong,Gwen,Xin Zhao,Xayah,Alistar,Galio,Nocturne,Camille,Jinx,Thresh,0
LOLTMNT06_133390,LEC,2025,Summer,0,Team Heretics,Blue,1,Gwen,Maokai,Jayce,Ezreal,Kai'Sa,Rumble,Yone,Jhin,Lillia,Rakan,LEC,2025,Summer,0,SK Gaming,Red,0,Yunara,Sion,Wukong,Sejuani,Renekton,Trundle,Taliyah,Ambessa,Lucian,Bard,1
LOLTMNT06_132386,LEC,2025,Summer,0,SK Gaming,Blue,1,Wukong,Sion,Azir,Xayah,Thresh,Gwen,Vi,Galio,Jinx,Lulu,LEC,2025,Summer,0,Team Heretics,Red,0,Maokai,Jayce,Yunara,Ezreal,Kai'Sa,Ryze,Jax,Poppy,Neeko,Aphelios,1
LOLTMNT03_281842,LTA N,2025,Split 3,0,Cloud9,Blue,1,Annie,Yone,Aurora,Neeko,Xin Zhao,Azir,Rumble,Varus,Skarner,Alistar,LTA N,2025,Split 3,0,Shopify Rebellion,Red,0,Pantheon,Vi,Gwen,Poppy,Trundle,Taliyah,Yunara,Galio,Wukong,Bard,1
LOLTMNT03_280867,LTA N,2025,Split 3,0,Cloud9,Blue,0,Annie,Ambessa,Aurora,Poppy,Braum,Renekton,Viktor,Jarvan IV,Corki,Nautilus,LTA N,2025,Split 3,0,Shopify Rebellion,Red,1,Pantheon,Yone,Gwen,Senna,Ezreal,Orianna,Lucian,Sion,Lee Sin,Rell,0
LOLTMNT03_281867,LTA N,2025,Split 3,0,Cloud9,Blue,0,Annie,Ryze,Ambessa,Neeko,Karma,Yone,Maokai,Ziggs,K'Sante,Poppy,LTA N,2025,Split 3,0,Shopify Rebellion,Red,1,Pantheon,Aurora,Gwen,Yorick,Gnar,Cassiopeia,Sivir,Vi,Rakan,Cho'Gath,0
LOLTMNT03_281872,LTA N,2025,Split 3,0,Cloud9,Blue,1,Annie,Ryze,Neeko,Qiyana,Twisted Fate,Ambessa,Senna,Trundle,Akali,Braum,LTA N,2025,Split 3,0,Shopify Rebellion,Red,0,Pantheon,Aurora,Gwen,Leona,Seraphine,Ezreal,Karma,Jax,Sejuani,LeBlanc,1
LOLTMNT03_281876,LTA N,2025,Split 3,0,Shopify Rebellion,Blue,1,Sylas,Gwen,Nocturne,Olaf,Jayce,Xin Zhao,Leona,Annie,Jinx,Aatrox,LTA N,2025,Split 3,0,Cloud9,Red,0,Pantheon,Aurora,Yorick,Jhin,Miss Fortune,Neeko,Ryze,Kai'Sa,Gnar,Rek'Sai,1
LOLTMNT02_302438,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Blue,0,Aurora,Varus,Pantheon,Bard,Neeko,Yunara,Ahri,Rumble,Poppy,Alistar,LCK,2025,Rounds 3-5,0,Gen.G,Red,1,Yone,Maokai,Taliyah,Vi,Xin Zhao,Azir,Gwen,Wukong,Corki,Rakan,0
LOLTMNT02_303218,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Blue,1,Neeko,Pantheon,Taliyah,Bard,Sivir,Aurora,Vi,Ambessa,Xayah,Leona,LCK,2025,Rounds 3-5,0,Gen.G,Red,0,Yone,Varus,Orianna,Kai'Sa,Jhin,Xin Zhao,Ryze,Yorick,Rell,Ezreal,1
LOLTMNT02_303220,LCK,2025,Rounds 3-5,0,Gen.G,Blue,1,Yone,Maokai,Trundle,Bard,Camille,Pantheon,Lucian,Braum,Sion,Ziggs,LCK,2025,Rounds 3-5,0,Hanwha Life Esports,Red,0,Neeko,Taliyah,Varus,K'Sante,Annie,Galio,Jarvan IV,Sivir,Karma,Aatrox,1
LOLTMNT02_302449,LCK,2025,Rounds 3-5,0,HANJIN BRION,Blue,1,Varus,Poppy,Pantheon,Alistar,Lucian,Wukong,Rumble,Annie,Corki,Rell,LCK,2025,Rounds 3-5,0,Dplus Kia,Red,0,Yunara,Azir,Vi,Kai'Sa,Rakan,Orianna,Trundle,Ornn,Sivir,Bard,1
12621-12621_game_1,LPL,2025,Split 3,0,Weibo Gaming,Blue,0,Azir,Pantheon,Aurora,Rakan,Rell,Gwen,Kai'Sa,Neeko,Skarner,Orianna,LPL,2025,Split 3,0,Anyone's Legend,Red,1,Varus,Trundle,Yunara,Galio,Taliyah,Rumble,Wukong,Annie,Corki,Bard,0
12621-12621_game_2,LPL,2025,Split 3,0,Weibo Gaming,Blue,0,Azir,Sion,Poppy,Rakan,Jhin,Trundle,Viktor,Yorick,Sivir,Rell,LPL,2025,Split 3,0,Anyone's Legend,Red,1,Varus,Yunara,Taliyah,Renata Glasc,Braum,Aurora,Pantheon,Renekton,Alistar,Senna,0
LOLTMNT02_302450,LCK,2025,Rounds 3-5,0,Dplus Kia,Blue,0,Aurora,Varus,Poppy,Xayah,Ziggs,Vi,Ahri,Ambessa,Ezreal,Karma,LCK,2025,Rounds 3-5,0,HANJIN BRION,Red,1,Pantheon,Yunara,Gwen,Neeko,Kai'Sa,Yone,Maokai,Renekton,Lucian,Nautilus,0
12622-12622_game_1,LPL,2025,Split 3,0,Top Esports,Blue,1,Taliyah,Gwen,Trundle,Poppy,Ornn,Varus,Aurora,Alistar,Rumble,Jarvan IV,LPL,2025,Split 3,0,Bilibili Gaming,Red,0,Pantheon,Yunara,Yone,Vi,Wukong,Azir,Jhin,Neeko,Xin Zhao,Ambessa,1
12622-12622_game_2,LPL,2025,Split 3,0,Bilibili Gaming,Blue,0,Pantheon,Vi,Sion,Wukong,Nidalee,Trundle,Ezreal,Karma,Viktor,Renekton,LPL,2025,Split 3,0,Top Esports,Red,1,Gwen,Yunara,Taliyah,Yorick,Orianna,Xayah,Rakan,K'Sante,Annie,Zed,0
LOLTMNT06_132462,LEC,2025,Summer,0,Team Vitality,Blue,1,Aurora,Akali,Sion,Ezreal,Yunara,Orianna,Jarvan IV,Rumble,Rakan,Xayah,LEC,2025,Summer,0,Natus Vincere,Red,0,Varus,Azir,Gwen,Jhin,Rell,Jayce,Viktor,Pantheon,Corki,Bard,1
LOLTMNT06_132463,LEC,2025,Summer,0,Natus Vincere,Blue,0,Gwen,Varus,Maokai,Kai'Sa,Yunara,Ryze,Wukong,Sion,Braum,Lucian,LEC,2025,Summer,0,Team Vitality,Red,1,Aurora,Azir,Taliyah,Poppy,Jinx,Xin Zhao,Annie,Ambessa,Alistar,Ziggs,0
LOLTMNT03_282074,LTA S,2025,Split 3,0,paiN Gaming,Blue,1,Aurora,Pantheon,Sylas,Neeko,Rakan,Varus,Azir,Trundle,Alistar,Rumble,LTA S,2025,Split 3,0,RED Canids,Red,0,Maokai,Gwen,Wukong,Renekton,Jax,Nocturne,Orianna,Ambessa,Ezreal,Bard,1
