gameid,blue_league,blue_year,blue_split,blue_playoffs,blue_teamname,blue_side,blue_result,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_league,red_year,red_split,red_playoffs,red_teamname,red_side,red_result,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
11725-11725_game_3,LPL,2025,Split 1,0,Team WE,Blue,0,Kalista,Vi,Udyr,Viego,Braum,Nocturne,Viktor,Ornn,Caitlyn,Bard,LPL,2025,Split 1,0,LGD Gaming,Red,1,Skarner,Jayce,Zyra,Jhin,Jinx,Jax,Ashe,Orianna,Pantheon,Seraphine,0
LOLTMNT03_189517,LCK,2025,Cup,0,Kiwoom DRX,Blue,1,Nocturne,Caitlyn,Varus,Sejuani,Xin Zhao,K'Sante,Ezreal,Braum,Nidalee,Yone,LCK,2025,Cup,0,DN SOOPers,Red,0,Skarner,Kalista,Poppy,Viktor,Azir,Rumble,Corki,Ashe,Maokai,Seraphine,1
LOLTMNT03_188722,LCK,2025,Cup,0,DN SOOPers,Blue,0,LeBlanc,Poppy,Elise,Viktor,Akali,Kalista,Xin Zhao,Neeko,Gragas,Orianna,LCK,2025,Cup,0,Kiwoom DRX,Red,1,Skarner,Nocturne,Renata Glasc,Gnar,Azir,Jax,Sejuani,Varus,Sylas,Nautilus,0
LOLTMNT03_189773,LCK,2025,Cup,0,HANJIN BRION,Blue,1,Varus,Nidalee,Ashe,Miss Fortune,Ezreal,K'Sante,Vi,Aurora,Alistar,Kai'Sa,LCK,2025,Cup,0,Gen.G,Red,0,Skarner,Kalista,Corki,Rakan,Rell,Jayce,Zyra,Leona,Jhin,Yone,1
LOLTMNT03_189783,LCK,2025,Cup,0,Gen.G,Blue,0,Ambessa,Renekton,Renata Glasc,Sejuani,Wukong,Varus,Galio,Xin Zhao,Lulu,Urgot,LCK,2025,Cup,0,HANJIN BRION,Red,1,Skarner,Kalista,Nidalee,Poppy,Gnar,Jax,Ashe,Azir,Rell,Lee Sin,0
11738-11738_game_1,LPL,2025,Split 1,0,Oh My God,Blue,1,Viktor,Leona,Kalista,Zyra,Nidalee,K'Sante,Xin Zhao,Varus,Rakan,Aurora,LPL,2025,Split 1,0,JD Gaming,Red,0,Skarner,Rumble,Corki,Neeko,Renata Glasc,Jayce,Ashe,Braum,Vi,Vladimir,1
11738-11738_game_2,LPL,2025,Split 1,0,JD Gaming,Blue,1,Akali,Leona,Udyr,Yone,Yasuo,Corki,Nidalee,Renekton,Ezreal,Alistar,LPL,2025,Split 1,0,Oh My God,Red,0,Skarner,Kalista,Rumble,Ziggs,Viktor,Miss Fortune,Zyra,Rell,Ornn,Smolder,1
LOLTMNT03_190012,LCK,2025,Cup,0,Hanwha Life Esports,Blue,1,Rumble,Sejuani,Varus,Leona,Jinx,K'Sante,Maokai,Yone,Xayah,Poppy,LCK,2025,Cup,0,Nongshim RedForce,Red,0,Skarner,Kalista,Ashe,Ezreal,Ziggs,Vi,Aurora,Ambessa,Kai'Sa,Nautilus,1
11738-11738_game_3,LPL,2025,Split 1,0,Oh My God,Blue,1,Viktor,Ahri,Ziggs,Yone,Kindred,Leona,Nocturne,Orianna,Xayah,Maokai,LPL,2025,Split 1,0,JD Gaming,Red,0,Skarner,Rumble,Kalista,Jhin,Kai'Sa,Jinx,Nautilus,Ambessa,Wukong,Galio,1
LOLTMNT03_190023,LCK,2025,Cup,0,Nongshim RedForce,Blue,0,Zyra,Jayce,Ashe,Ezreal,Jinx,Rumble,Sejuani,Corki,Lucian,Nami,LCK,2025,Cup,0,Hanwha Life Esports,Red,1,Skarner,Kalista,Varus,Leona,Miss Fortune,Xin Zhao,Galio,Azir,Caitlyn,Lux,0
11738-11738_game_4,LPL,2025,Split 1,0,JD Gaming,Blue,1,Udyr,Akali,Poppy,Yasuo,Irelia,Sejuani,Yone,Kennen,Kog'Maw,Lulu,LPL,2025,Split 1,0,Oh My God,Red,0,Skarner,Kalista,Rumble,Blitzcrank,Caitlyn,Gnar,Lillia,Kai'Sa,Sett,Elise,1
11738-11738_game_5,LPL,2025,Split 1,0,Oh My God,Blue,0,Viktor,Jax,Caitlyn,Camille,Ahri,Lucian,Poppy,Nami,Sylas,Sion,LPL,2025,Split 1,0,JD Gaming,Red,1,Skarner,Kalista,Rumble,Udyr,Taliyah,Jhin,Pantheon,Karma,Akali,Mordekaiser,0
LOLTMNT03_191023,LCK,2025,Cup,0,Kiwoom DRX,Blue,1,Zyra,Kalista,Rumble,Sejuani,Azir,Ambessa,Kai'Sa,Rell,Nidalee,Jayce,LCK,2025,Cup,0,BNK FEARX,Red,0,Skarner,K'Sante,Vi,Lillia,Viktor,Ezreal,Leona,Jax,Wukong,Taliyah,1
LOLTMNT03_191028,LCK,2025,Cup,0,BNK FEARX,Blue,1,Rumble,Zyra,Aurora,Ahri,Akali,Varus,Azir,Xin Zhao,Renekton,Elise,LCK,2025,Cup,0,Kiwoom DRX,Red,0,Kalista,Skarner,K'Sante,Poppy,Renata Glasc,Vi,Gnar,Rakan,Miss Fortune,Xerath,1
11726-11726_game_1,LPL,2025,Split 1,0,Top Esports,Blue,0,Jayce,Zyra,Ambessa,Sejuani,Yone,Vi,Aurora,Ornn,Ezreal,Alistar,LPL,2025,Split 1,0,Anyone's Legend,Red,1,Skarner,Kalista,K'Sante,Rakan,Renata Glasc,Rumble,Corki,Rell,Xin Zhao,Galio,0
LOLTMNT03_191030,LCK,2025,Cup,0,Kiwoom DRX,Blue,1,Zyra,Galio,Kalista,Lulu,Bard,Rumble,Ashe,Braum,Lee Sin,Lillia,LCK,2025,Cup,0,BNK FEARX,Red,0,Skarner,K'Sante,Yone,Nocturne,Viego,Corki,Sejuani,Zeri,Yuumi,Aurora,1
11726-11726_game_2,LPL,2025,Split 1,0,Top Esports,Blue,1,Jayce,Zyra,Varus,Rakan,Ziggs,K'Sante,Ashe,Renata Glasc,Hwei,Viego,LPL,2025,Split 1,0,Anyone's Legend,Red,0,Skarner,Draven,Kalista,Nocturne,Lee Sin,Akali,Wukong,Ambessa,Jhin,Neeko,1
LOLTMNT03_190264,LCK,2025,Cup,0,T1,Blue,1,Ashe,Yone,Ambessa,Taliyah,Renata Glasc,Skarner,Viktor,Gnar,Poppy,Kai'Sa,LCK,2025,Cup,0,KT Rolster,Red,0,Kalista,Azir,Lillia,Xayah,Elise,K'Sante,Varus,Vi,Sylas,Rell,1
11726-11726_game_3,LPL,2025,Split 1,0,Anyone's Legend,Blue,1,Nocturne,Nautilus,Varus,Lee Sin,Poppy,Leona,Ziggs,Pantheon,Gnar,Orianna,LPL,2025,Split 1,0,Top Esports,Red,0,Skarner,Jayce,Yone,Sylas,Taliyah,Miss Fortune,Viktor,Maokai,Sejuani,Renekton,1
LOLTMNT03_191065,LCK,2025,Cup,0,KT Rolster,Blue,1,Azir,Ambessa,Rumble,Braum,Corki,Jayce,Jinx,Leona,Wukong,Ahri,LCK,2025,Cup,0,T1,Red,0,Yone,Ashe,Kalista,Zyra,Sejuani,Ezreal,Nidalee,Jax,Karma,Galio,1
11726-11726_game_4,LPL,2025,Split 1,0,Top Esports,Blue,0,Yone,Nocturne,Karma,Rakan,Nautilus,Lee Sin,Azir,Urgot,Lulu,Tristana,LPL,2025,Split 1,0,Anyone's Legend,Red,1,Skarner,Varus,Jayce,Draven,Caitlyn,Sylas,Volibear,Jax,Jinx,Seraphine,0
LOLTMNT03_191077,LCK,2025,Cup,0,T1,Blue,1,Yone,Ashe,Caitlyn,Alistar,Taliyah,Rumble,Xayah,Rakan,Pantheon,Aurora,LCK,2025,Cup,0,KT Rolster,Red,0,Azir,Kalista,Zyra,Nocturne,Lee Sin,Xin Zhao,Ambessa,Ziggs,Nautilus,Swain,1
11727-11727_game_1,LPL,2025,Split 1,0,Bilibili Gaming,Blue,1,Ashe,Varus,Rumble,Leona,Alistar,K'Sante,Miss Fortune,Rell,Viego,Aurora,LPL,2025,Split 1,0,LNG Esports,Red,0,Skarner,Kalista,Corki,Nocturne,Vi,Ambessa,Jayce,Zyra,Ziggs,Nautilus,1
LOLTMNT03_191178,LCK,2025,Cup,0,Hanwha Life Esports,Blue,0,Vi,Ambessa,K'Sante,Elise,Leona,Jayce,Ezreal,Azir,Xin Zhao,Poppy,LCK,2025,Cup,0,Dplus Kia,Red,1,Skarner,Zyra,Kalista,Sejuani,Wukong,Varus,Rumble,Yone,Nidalee,Maokai,0
11727-11727_game_2,LPL,2025,Split 1,0,LNG Esports,Blue,0,Caitlyn,Kalista,Gnar,Rakan,Renata Glasc,Rumble,Vi,Yone,Ezreal,Braum,LPL,2025,Split 1,0,Bilibili Gaming,Red,1,Skarner,Leona,Nocturne,Ashe,Kai'Sa,Corki,Xin Zhao,Galio,Varus,Elise,0
LOLTMNT03_191179,LCK,2025,Cup,0,Hanwha Life Esports,Blue,1,Vi,Ambessa,Lillia,Ashe,Miss Fortune,Kalista,Neeko,Sejuani,Gnar,Taliyah,LCK,2025,Cup,0,Dplus Kia,Red,0,Skarner,K'Sante,Zyra,Sylas,Akali,Renata Glasc,Wukong,Ahri,Jax,Kog'Maw,1
11727-11727_game_3,LPL,2025,Split 1,0,LNG Esports,Blue,0,Caitlyn,Rakan,Neeko,Sylas,Renata Glasc,Nocturne,Jinx,Akali,Poppy,Alistar,LPL,2025,Split 1,0,Bilibili Gaming,Red,1,Skarner,Kalista,Ashe,Renekton,Gnar,Pantheon,Xayah,Jax,Azir,Bard,0
LOLTMNT03_190416,LCK,2025,Cup,0,Dplus Kia,Blue,1,Zyra,Nocturne,Corki,Ivern,Viktor,Ambessa,Kindred,Galio,Ziggs,Rell,LCK,2025,Cup,0,Hanwha Life Esports,Red,0,Skarner,Vi,Ashe,Lucian,Rakan,K'Sante,Jinx,Braum,Viego,Sylas,1
LOLTMNT03_190434,LCK,2025,Cup,0,Gen.G,Blue,1,Varus,Vi,Jayce,Taliyah,Orianna,K'Sante,Corki,Azir,Rakan,Lee Sin,LCK,2025,Cup,0,DN SOOPers,Red,0,Nidalee,Kalista,Skarner,Xin Zhao,Sejuani,Ashe,Braum,Gnar,Viktor,Wukong,1
11728-11728_game_1,LPL,2025,Split 1,0,Invictus Gaming,Blue,0,Jax,K'Sante,Kalista,Varus,Ashe,Jayce,Zyra,Corki,Kai'Sa,Maokai,LPL,2025,Split 1,0,Royal Never Give Up,Red,1,Skarner,Leona,Nocturne,Alistar,Rell,Nautilus,Ambessa,Karthus,Ezreal,Yone,0
LOLTMNT03_190436,LCK,2025,Cup,0,DN SOOPers,Blue,0,Nidalee,Jayce,Rumble,Jinx,Leona,Ambessa,Xin Zhao,Aurora,Kai'Sa,Nautilus,LCK,2025,Cup,0,Gen.G,Red,1,Skarner,Kalista,Varus,Xayah,Miss Fortune,Poppy,Vi,Galio,Ezreal,Rell,0
11728-11728_game_2,LPL,2025,Split 1,0,Invictus Gaming,Blue,1,Jax,Pantheon,Galio,Gnar,Sylas,Kalista,Renata Glasc,Nocturne,Akali,Ornn,LPL,2025,Split 1,0,Royal Never Give Up,Red,0,Skarner,K'Sante,Rumble,Orianna,Aurora,Varus,Neeko,Wukong,Udyr,Azir,1
11728-11728_game_3,LPL,2025,Split 1,0,Royal Never Give Up,Blue,0,Viktor,Ziggs,Aurora,Taliyah,Sylas,Ashe,Kindred,Galio,Jax,Alistar,LPL,2025,Split 1,0,Invictus Gaming,Red,1,Rumble,K'Sante,Skarner,Poppy,Braum,Vi,Miss Fortune,Rell,Swain,Gragas,0
LOLTMNT01_191597,LTA S,2025,Split 1,0,LOUD,Blue,1,Yone,Maokai,Ambessa,Rakan,Kai'Sa,K'Sante,Ezreal,Azir,Sejuani,Rell,LTA S,2025,Split 1,0,paiN Gaming,Red,0,Skarner,Kalista,Varus,Xin Zhao,Leona,Orianna,Nocturne,Gnar,Corki,Alistar,1
LOLTMNT04_92110,LEC,2025,Winter,0,Rogue,Blue,0,Maokai,Poppy,Ezreal,Rumble,Rakan,Varus,K'Sante,Rell,Xin Zhao,Orianna,LEC,2025,Winter,0,Fnatic,Red,1,Skarner,Kalista,Viktor,Azir,Cassiopeia,Corki,Vi,Kai'Sa,Ambessa,Galio,0
LOLTMNT01_191624,LTA S,2025,Split 1,0,paiN Gaming,Blue,1,Varus,Nidalee,Ambessa,Rakan,Lulu,Maokai,Ashe,Braum,Jax,Ahri,LTA S,2025,Split 1,0,LOUD,Red,0,Skarner,Kalista,Yone,Hwei,Aurora,Jayce,Xin Zhao,Viktor,Jhin,Bard,1
LOLTMNT04_92114,LEC,2025,Winter,0,Team BDS,Blue,0,Jayce,Vi,Ivern,Orianna,Wukong,Sejuani,Corki,Ezreal,Alistar,Renekton,LEC,2025,Winter,0,Team Heretics,Red,1,Skarner,Maokai,Viktor,Rumble,Gnar,K'Sante,Varus,Rell,Zyra,Smolder,0
LOLTMNT01_192707,LTA S,2025,Split 1,0,LOUD,Blue,0,Yone,Xayah,Caitlyn,Akali,Sylas,Ambessa,Vi,Kai'Sa,Poppy,Galio,LTA S,2025,Split 1,0,paiN Gaming,Red,1,Kalista,Skarner,Varus,Leona,Nautilus,Renekton,Wukong,Tristana,Rakan,Swain,0
LOLTMNT04_92126,LEC,2025,Winter,0,GiantX,Blue,0,Azir,Zyra,Kalista,Kai'Sa,Orianna,K'Sante,Ezreal,Sejuani,Poppy,Akali,LEC,2025,Winter,0,Movistar KOI,Red,1,Skarner,Viktor,Maokai,Yone,Sylas,Vi,Corki,Ambessa,Taliyah,Braum,0
LOLTMNT01_192721,LTA S,2025,Split 1,0,Vivo Keyd Stars,Blue,0,Varus,Kalista,Zyra,Aurora,Rell,K'Sante,Sejuani,Ezreal,Alistar,Viktor,LTA S,2025,Split 1,0,Leviatan,Red,1,Skarner,Nocturne,Ambessa,Orianna,Sylas,Maokai,Corki,Gnar,Kai'Sa,Rakan,0
LOLTMNT04_92133,LEC,2025,Winter,0,Team Vitality,Blue,0,Draven,Renata Glasc,Zyra,Taliyah,Azir,Maokai,Corki,Rell,Jhin,Rumble,LEC,2025,Winter,0,G2 Esports,Red,1,Skarner,Vi,Viktor,Orianna,Jax,Varus,K'Sante,Alistar,Brand,Smolder,0
LOLTMNT01_191692,LTA S,2025,Split 1,0,Vivo Keyd Stars,Blue,1,Kalista,Ashe,Zyra,Zeri,Rell,Varus,Azir,Ambessa,Braum,Viego,LTA S,2025,Split 1,0,Leviatan,Red,0,Skarner,Nocturne,Vi,Xin Zhao,Poppy,Wukong,Aurora,Jayce,Miss Fortune,Bard,1
LOLTMNT04_92142,LEC,2025,Winter,0,Karmine Corp,Blue,1,Varus,K'Sante,Vi,Smolder,Ambessa,Corki,Zyra,Draven,Rell,Gragas,LEC,2025,Winter,0,SK Gaming,Red,0,Skarner,Viktor,Maokai,Pyke,Blitzcrank,Kalista,Sejuani,Renata Glasc,Yone,Rumble,1
LOLTMNT01_191712,LTA N,2025,Split 1,0,Shopify Rebellion,Blue,0,Zyra,Vi,Kalista,Braum,Azir,Skarner,Varus,Jax,Leona,Hwei,LTA N,2025,Split 1,0,FlyQuest,Red,1,K'Sante,Jayce,Yone,Rakan,Orianna,Ivern,Ashe,Urgot,Cassiopeia,Rell,0
LOLTMNT01_191718,LTA N,2025,Split 1,0,Shopify Rebellion,Blue,0,Zyra,Poppy,Corki,Ezreal,Bard,K'Sante,Vi,Viktor,Caitlyn,Maokai,LTA N,2025,Split 1,0,FlyQuest,Red,1,Kalista,Yone,Jayce,Rakan,Kai'Sa,Ambessa,Sejuani,Azir,Jhin,Neeko,0
LOLTMNT01_192790,LTA N,2025,Split 1,0,LYON,Blue,0,K'Sante,Corki,Kalista,Xayah,Ezreal,Nocturne,Orianna,Ambessa,Miss Fortune,Rell,LTA N,2025,Split 1,0,Cloud9,Red,1,Skarner,Rumble,Varus,Kai'Sa,Ziggs,Aurora,Wukong,Renekton,Ashe,Braum,0
LOLTMNT01_192797,LTA N,2025,Split 1,0,LYON,Blue,0,Corki,Kalista,Jayce,Ezreal,Kai'Sa,Varus,Vi,Ahri,Rakan,Poppy,LTA N,2025,Split 1,0,Cloud9,Red,1,Skarner,K'Sante,Rumble,Renata Glasc,Jax,Yone,Sejuani,Leona,Ziggs,Gnar,0
LOLTMNT03_191289,LCK,2025,Cup,0,T1,Blue,1,Rumble,Yone,Ambessa,Akali,Kai'Sa,Jayce,Xin Zhao,Viktor,Caitlyn,Elise,LCK,2025,Cup,0,Nongshim RedForce,Red,0,Skarner,Kalista,K'Sante,Renata Glasc,Xayah,Vi,Aurora,Nautilus,Ezreal,Hwei,1
LOLTMNT03_191291,LCK,2025,Cup,0,Nongshim RedForce,Blue,0,Poppy,Kalista,Azir,Renata Glasc,Varus,Sejuani,Akali,Renekton,Xayah,Rell,LCK,2025,Cup,0,T1,Red,1,Skarner,Rumble,Leona,Alistar,Ashe,K'Sante,Ambessa,Lillia,Jinx,Lulu,0
LOLTMNT03_191298,LCK,2025,Cup,0,KT Rolster,Blue,1,Ashe,Vi,Rumble,Braum,Wukong,Jayce,Ezreal,Azir,Poppy,Xin Zhao,LCK,2025,Cup,0,HANJIN BRION,Red,0,Skarner,Kalista,K'Sante,Nidalee,Leona,Varus,Ambessa,Aurora,Lee Sin,Nautilus,1
LOLTMNT03_190508,LCK,2025,Cup,0,HANJIN BRION,Blue,0,Ashe,Rumble,Gnar,Nocturne,Sejuani,Vi,Jax,Taliyah,Jhin,Leona,LCK,2025,Cup,0,KT Rolster,Red,1,Kalista,Skarner,K'Sante,Rell,Kai'Sa,Renekton,Caitlyn,Elise,Zyra,Yone,0
LOLTMNT01_193039,LTA S,2025,Split 1,0,Isurus Estral,Blue,1,Nocturne,Sejuani,Ambessa,Leona,Corki,Ashe,Vi,Aurora,Bard,Gnar,LTA S,2025,Split 1,0,FURIA,Red,0,Skarner,Kalista,Varus,Braum,Rumble,K'Sante,Jayce,Zyra,Jhin,Rell,1
LOLTMNT04_92193,LEC,2025,Winter,0,GiantX,Blue,1,Zyra,Maokai,Kalista,Poppy,Wukong,K'Sante,Vi,Varus,Rell,Azir,LEC,2025,Winter,0,Team Heretics,Red,0,Skarner,Rumble,Sejuani,Akali,Hwei,Corki,Viktor,Ambessa,Xin Zhao,Renata Glasc,1
LOLTMNT01_194013,LTA S,2025,Split 1,0,FURIA,Blue,1,Azir,Nocturne,Ezreal,Ziggs,Corki,Varus,Renekton,Leona,Ahri,Xin Zhao,LTA S,2025,Split 1,0,Isurus Estral,Red,0,Skarner,Kalista,Sejuani,Akali,Nidalee,Ambessa,Maokai,Yone,Rakan,Xayah,1
LOLTMNT04_93166,LEC,2025,Winter,0,SK Gaming,Blue,0,Ivern,Kalista,K'Sante,Rakan,Rell,Viktor,Ezreal,Sejuani,Jayce,Elise,LEC,2025,Winter,0,Team Vitality,Red,1,Skarner,Maokai,Rumble,Poppy,Alistar,Varus,Wukong,Azir,Braum,Gragas,0
LOLTMNT01_193073,LTA S,2025,Split 1,0,Isurus Estral,Blue,1,Hwei,Rumble,Orianna,Jax,Camille,Wukong,Akali,Ezreal,Alistar,Udyr,LTA S,2025,Split 1,0,FURIA,Red,0,Skarner,Kalista,Azir,Poppy,Braum,Corki,Viktor,Sejuani,Nautilus,Gwen,1
LOLTMNT01_193083,LTA S,2025,Split 1,0,RED Canids,Blue,1,Rumble,Kalista,K'Sante,Ivern,Maokai,Corki,Sejuani,Ambessa,Rakan,Viktor,LTA S,2025,Split 1,0,Fluxo W7M,Red,0,Skarner,Aurora,Varus,Kai'Sa,Ahri,Azir,Ezreal,Renekton,Viego,Leona,1
LOLTMNT04_93174,LEC,2025,Winter,0,Fnatic,Blue,1,Draven,K'Sante,Kalista,Renata Glasc,Rell,Maokai,Ezreal,Azir,Jayce,Leona,LEC,2025,Winter,0,G2 Esports,Red,0,Skarner,Vi,Viktor,Jax,Poppy,Varus,Xin Zhao,Sylas,Renekton,Rakan,1
LOLTMNT04_92211,LEC,2025,Winter,0,Karmine Corp,Blue,1,Azir,K'Sante,Vi,Ambessa,Akali,Viktor,Xin Zhao,Draven,Leona,Jayce,LEC,2025,Winter,0,Rogue,Red,0,Skarner,Maokai,Corki,Poppy,Renata Glasc,Kalista,Sejuani,Rell,Sylas,Jax,1
LOLTMNT01_194060,LTA S,2025,Split 1,0,Fluxo W7M,Blue,0,Maokai,Nocturne,Kalista,Kai'Sa,Ashe,Varus,Wukong,Aurora,Renata Glasc,Jax,LTA S,2025,Split 1,0,RED Canids,Red,1,Skarner,K'Sante,Rumble,Ornn,Alistar,Vi,Jayce,Ahri,Rell,Zeri,0
LOLTMNT04_92219,LEC,2025,Winter,0,Team BDS,Blue,0,Corki,Vi,Jayce,Kalista,Braum,K'Sante,Viktor,Sejuani,Rell,Jinx,LEC,2025,Winter,0,Movistar KOI,Red,1,Skarner,Maokai,Varus,Alistar,Ashe,Ambessa,Zyra,Yone,Ezreal,Leona,0
LOLTMNT01_194069,LTA N,2025,Split 1,0,Disguised,Blue,0,Yone,Corki,Kalista,Akali,Nocturne,Jayce,Vi,Ezreal,Elise,Azir,LTA N,2025,Split 1,0,100 Thieves,Red,1,Skarner,K'Sante,Aurora,Taliyah,Leona,Ambessa,Varus,Poppy,Viego,Galio,0
LOLTMNT01_194092,LTA N,2025,Split 1,0,Disguised,Blue,0,Yone,Corki,Kalista,Riven,Nocturne,Rumble,Wukong,Orianna,Jinx,Braum,LTA N,2025,Split 1,0,100 Thieves,Red,1,K'Sante,Skarner,Ashe,Rakan,Leona,Aurora,Miss Fortune,Rell,Xin Zhao,Akali,0
LOLTMNT01_193134,LTA N,2025,Split 1,0,Dignitas,Blue,0,Varus,Ivern,Corki,Vi,Xin Zhao,Kalista,Sejuani,Senna,Yone,Rumble,LTA N,2025,Split 1,0,Team Liquid,Red,1,Skarner,Ambessa,Neeko,Akali,Jayce,K'Sante,Renata Glasc,Draven,Wukong,Azir,0
LOLTMNT01_193140,LTA N,2025,Split 1,0,Dignitas,Blue,0,Ivern,Galio,Varus,Braum,Ornn,Aurora,Nocturne,Ezreal,Leona,Orianna,LTA N,2025,Split 1,0,Team Liquid,Red,1,Skarner,Ambessa,Jayce,Camille,Rell,Corki,Pantheon,Taliyah,Renekton,Vi,0
LOLTMNT04_92277,LEC,2025,Winter,0,Team Vitality,Blue,1,Azir,Garen,Maokai,Orianna,Nautilus,Viktor,K'Sante,Wukong,Nilah,Rell,LEC,2025,Winter,0,Rogue,Red,0,Skarner,Kalista,Ezreal,Xayah,Corki,Varus,Vi,Ambessa,Rakan,Galio,1
LOLTMNT04_93276,LEC,2025,Winter,0,Fnatic,Blue,1,Zyra,K'Sante,Poppy,Alistar,Corki,Vi,Kalista,Rell,Rumble,Smolder,LEC,2025,Winter,0,Team BDS,Red,0,Skarner,Maokai,Ezreal,Orianna,Ambessa,Varus,Nidalee,Renekton,Braum,Jayce,1
LOLTMNT04_93287,LEC,2025,Winter,0,G2 Esports,Blue,1,Rumble,Vi,Viktor,Braum,Rell,K'Sante,Zyra,Corki,Miss Fortune,Nautilus,LEC,2025,Winter,0,GiantX,Red,0,Skarner,Draven,Maokai,Kalista,Ezreal,Varus,Jayce,Nidalee,Leona,Smolder,1
LOLTMNT04_93299,LEC,2025,Winter,0,Karmine Corp,Blue,1,K'Sante,Vi,Smolder,Ambessa,Rell,Viktor,Xin Zhao,Ezreal,Leona,Gnar,LEC,2025,Winter,0,Team Heretics,Red,0,Skarner,Maokai,Kalista,Jayce,Gragas,Varus,Sejuani,Hwei,Jax,Braum,1
LOLTMNT04_93308,LEC,2025,Winter,0,SK Gaming,Blue,0,Zyra,Kalista,K'Sante,Azir,Orianna,Viktor,Sejuani,Ezreal,Rakan,Jax,LEC,2025,Winter,0,Movistar KOI,Red,1,Skarner,Maokai,Rumble,Renekton,Jayce,Corki,Vi,Ambessa,Hwei,Nautilus,0
LOLTMNT01_196721,LCK,2025,Cup,0,DN SOOPers,Blue,1,Yone,Azir,Galio,Ahri,Aurora,Vi,Taliyah,Rumble,Corki,Rakan,LCK,2025,Cup,0,KT Rolster,Red,0,Kalista,Skarner,K'Sante,Varus,Ezreal,Ambessa,Ashe,Pantheon,Twisted Fate,Renata Glasc,1
LOLTMNT01_195821,LCK,2025,Cup,0,KT Rolster,Blue,1,Jayce,Gnar,Varus,Akali,LeBlanc,Kalista,Nidalee,Yone,Gragas,Rell,LCK,2025,Cup,0,DN SOOPers,Red,0,Skarner,Azir,K'Sante,Renekton,Poppy,Jax,Miss Fortune,Lee Sin,Leona,Ahri,1
LOLTMNT01_196743,LCK,2025,Cup,0,DN SOOPers,Blue,0,Azir,Galio,Varus,Nautilus,Aurora,K'Sante,Caitlyn,Elise,Hwei,Sejuani,LCK,2025,Cup,0,KT Rolster,Red,1,Skarner,Ezreal,Wukong,Nocturne,Xin Zhao,Jayce,Viego,Jhin,Karma,Syndra,0
LOLTMNT01_195885,LCK,2025,Cup,0,Kiwoom DRX,Blue,0,Yone,Zyra,K'Sante,Rell,Azir,Nidalee,Ambessa,Leona,Ashe,Corki,LCK,2025,Cup,0,Hanwha Life Esports,Red,1,Skarner,Kalista,Vi,Ezreal,Rumble,Varus,Jayce,Sejuani,Poppy,Camille,0
LOLTMNT01_195897,LCK,2025,Cup,0,Kiwoom DRX,Blue,0,Yone,Gnar,Rumble,Braum,Rakan,Vi,Aurora,Caitlyn,Neeko,Gragas,LCK,2025,Cup,0,Hanwha Life Esports,Red,1,Skarner,Kalista,K'Sante,Jax,Karma,Galio,Xin Zhao,Ezreal,Elise,Anivia,0
LOLTMNT01_198268,LCK,2025,Cup,0,T1,Blue,1,Nidalee,Ashe,Ambessa,Zyra,Lillia,Jayce,Vi,Viktor,Kai'Sa,Poppy,LCK,2025,Cup,0,Gen.G,Red,0,Skarner,Kalista,Aurora,Ezreal,Rakan,K'Sante,Varus,Yone,Elise,Maokai,1
LOLTMNT01_198283,LCK,2025,Cup,0,Gen.G,Blue,1,Galio,Ambessa,Corki,Zyra,Nidalee,Aurora,Xayah,Rakan,Jax,Sylas,LCK,2025,Cup,0,T1,Red,0,Skarner,Ashe,Kalista,Wukong,Nocturne,Ezreal,Leona,Azir,Xin Zhao,Sion,1
LOLTMNT01_198303,LCK,2025,Cup,0,T1,Blue,1,Nidalee,Ashe,Ambessa,Nautilus,Rell,Galio,Rumble,Wukong,Zeri,Lulu,LCK,2025,Cup,0,Gen.G,Red,0,Skarner,Kalista,Corki,Miss Fortune,Jhin,Lee Sin,Hwei,Jinx,Udyr,Thresh,1
LOLTMNT01_197638,LCK,2025,Cup,0,HANJIN BRION,Blue,1,Nidalee,Rumble,Ambessa,Poppy,Zilean,Vi,Elise,Jayce,Ahri,Ashe,LCK,2025,Cup,0,Dplus Kia,Red,0,Skarner,Kalista,Azir,Aurora,Kai'Sa,K'Sante,Varus,Pantheon,Karma,Swain,1
LOLTMNT01_197663,LCK,2025,Cup,0,Dplus Kia,Blue,1,Aurora,Azir,Lee Sin,Leona,Jax,Nidalee,Kai'Sa,Poppy,Tryndamere,Gnar,LCK,2025,Cup,0,HANJIN BRION,Red,0,Skarner,Ambessa,Kalista,Yone,Sett,Corki,Ziggs,Maokai,Renekton,Alistar,1
LOLTMNT01_197690,LCK,2025,Cup,0,HANJIN BRION,Blue,0,Rumble,Jax,Lillia,Kindred,Sejuani,Ambessa,Rell,Miss Fortune,Aurora,Lee Sin,LCK,2025,Cup,0,Dplus Kia,Red,1,Skarner,Kalista,Rakan,Azir,Brand,Camille,Ezreal,Braum,Wukong,LeBlanc,0
